transaction_id,customer_id,vendor_type,vendor_name,product_category,amount,transaction_datetime,day
"TXN00083325","CUST019991","Food & Beverage","Headbang Burgers","Pizza Slice","8","2024-07-19 02:09:28","2024-07-19"
"TXN00083326","CUST009369","Food & Beverage","Headbang Burgers","BBQ Plate","15","2024-07-20 16:03:09","2024-07-21"
"TXN00083327","CUST021510","Food & Beverage","Doom Dogs","Pizza Slice","8","2024-07-21 03:50:36","2024-07-21"
"TXN00083328","CUST025735","Food & Beverage","Heavy Metal BBQ","Fries","8","2024-07-20 01:48:39","2024-07-20"
"TXN00083329","CUST022068","Merchandise","Skull & Bones Co","Hoodie","70","2024-07-19 02:39:49","2024-07-19"
"TXN00083330","CUST010699","Food & Beverage","Thrash Tacos","Pizza Slice","6","2024-07-18 20:30:19","2024-07-19"
"TXN00083331","CUST001499","Merchandise","Headbanger Heaven","Poster","20","2024-07-20 20:39:18","2024-07-21"
"TXN00083332","CUST027693","Merchandise","Headbanger Heaven","CD","18","2024-07-18 20:44:02","2024-07-19"
"TXN00083333","CUST020818","Merchandise","Skull & Bones Co","Vinyl Record","30","2024-07-20 17:40:31","2024-07-21"
"TXN00083334","CUST005029","Food & Beverage","Liquid Courage Bar","BBQ Plate","18","2024-07-20 01:44:31","2024-07-20"
"TXN00083335","CUST019827","Food & Beverage","Doom Dogs","Tacos","14","2024-07-20 00:21:53","2024-07-20"
"TXN00083336","CUST014056","Merchandise","Headbanger Heaven","Poster","25","2024-07-19 16:59:00","2024-07-20"
"TXN00083337","CUST022101","Merchandise","Blackened Apparel","Hat/Cap","25","2024-07-19 16:25:41","2024-07-20"
"TXN00083338","CUST026603","Food & Beverage","Metal Munchies","BBQ Plate","20","2024-07-18 20:26:24","2024-07-19"
"TXN00083339","CUST003884","Food & Beverage","Thrash Tacos","Beer","12","2024-07-19 03:28:04","2024-07-19"
"TXN00083340","CUST020219","Merchandise","Headbanger Heaven","Flag/Banner","40","2024-07-18 22:49:20","2024-07-19"
"TXN00083341","CUST021238","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-20 02:53:11","2024-07-20"
"TXN00083342","CUST014549","Merchandise","Metal Mayhem Merch","Flag/Banner","35","2024-07-19 16:28:04","2024-07-20"
"TXN00083343","CUST004768","Food & Beverage","Headbang Burgers","Pizza Slice","8","2024-07-19 20:06:17","2024-07-20"
"TXN00083344","CUST024798","Food & Beverage","Headbang Burgers","Hot Dog","8","2024-07-20 18:46:31","2024-07-21"
"TXN00083345","CUST007252","Merchandise","Riff Raff Gear","Flag/Banner","35","2024-07-20 22:43:06","2024-07-21"
"TXN00083346","CUST021024","Food & Beverage","Headbang Burgers","Beer","12","2024-07-20 23:23:56","2024-07-21"
"TXN00083347","CUST007473","Merchandise","Riff Raff Gear","Flag/Banner","40","2024-07-21 00:38:40","2024-07-21"
"TXN00083348","CUST029678","Food & Beverage","Thrash Tacos","Tacos","14","2024-07-19 21:45:08","2024-07-20"
"TXN00083349","CUST001125","Merchandise","Headbanger Heaven","T-Shirt","30","2024-07-20 21:53:21","2024-07-21"
"TXN00083350","CUST024322","Merchandise","Headbanger Heaven","Flag/Banner","35","2024-07-19 02:58:56","2024-07-19"
"TXN00083351","CUST026559","Food & Beverage","Metal Munchies","Pizza Slice","8","2024-07-18 18:12:32","2024-07-19"
"TXN00083352","CUST016226","Food & Beverage","Metal Munchies","Energy Drink","6","2024-07-20 16:10:16","2024-07-21"
"TXN00083353","CUST000944","Merchandise","Blackened Apparel","Hoodie","70","2024-07-19 18:23:54","2024-07-20"
"TXN00083354","CUST022755","Merchandise","Blackened Apparel","Patch","10","2024-07-19 21:13:41","2024-07-20"
"TXN00083355","CUST028337","Merchandise","Skull & Bones Co","CD","15","2024-07-20 19:34:04","2024-07-21"
"TXN00083356","CUST026301","Food & Beverage","Headbang Burgers","Water","5","2024-07-20 03:09:33","2024-07-20"
"TXN00083357","CUST022005","Food & Beverage","Stage Dive Pizza","Hot Dog","10","2024-07-18 22:32:34","2024-07-19"
"TXN00083358","CUST009203","Food & Beverage","Riff Refreshments","Fries","8","2024-07-19 00:02:59","2024-07-19"
"TXN00083359","CUST024875","Merchandise","Skull & Bones Co","Poster","20","2024-07-18 22:50:46","2024-07-19"
"TXN00083360","CUST015543","Merchandise","Riff Raff Gear","CD","18","2024-07-21 01:49:58","2024-07-21"
"TXN00083361","CUST008312","Food & Beverage","Headbang Burgers","Hot Dog","8","2024-07-18 19:29:53","2024-07-19"
"TXN00083362","CUST012292","Food & Beverage","Headbang Burgers","Soda","6","2024-07-20 23:56:16","2024-07-21"
"TXN00083363","CUST003350","Food & Beverage","Stage Dive Pizza","Hot Dog","10","2024-07-20 18:15:26","2024-07-21"
"TXN00083364","CUST010647","Merchandise","Blackened Apparel","CD","12","2024-07-19 23:17:18","2024-07-20"
"TXN00083365","CUST006424","Food & Beverage","Stage Dive Pizza","Hot Dog","10","2024-07-19 00:51:28","2024-07-19"
"TXN00083366","CUST019072","Merchandise","Skull & Bones Co","Poster","25","2024-07-20 00:17:54","2024-07-20"
"TXN00083367","CUST010559","Merchandise","Metal Mayhem Merch","Vinyl Record","30","2024-07-19 21:27:40","2024-07-20"
"TXN00083368","CUST022249","Food & Beverage","Headbang Burgers","Burger","12","2024-07-19 21:07:12","2024-07-20"
"TXN00083369","CUST002852","Merchandise","Blackened Apparel","Hoodie","50","2024-07-18 23:44:26","2024-07-19"
"TXN00083370","CUST026902","Merchandise","Skull & Bones Co","T-Shirt","30","2024-07-20 01:01:30","2024-07-20"
"TXN00083371","CUST013611","Food & Beverage","Heavy Metal BBQ","BBQ Plate","18","2024-07-18 16:03:56","2024-07-19"
"TXN00083372","CUST024834","Food & Beverage","Heavy Metal BBQ","Tacos","12","2024-07-19 16:53:47","2024-07-20"
"TXN00083373","CUST006152","Food & Beverage","Liquid Courage Bar","Tacos","12","2024-07-19 19:15:21","2024-07-20"
"TXN00083374","CUST026077","Food & Beverage","Metal Munchies","Burger","16","2024-07-20 23:21:25","2024-07-21"
"TXN00083375","CUST005602","Food & Beverage","Heavy Metal BBQ","BBQ Plate","15","2024-07-18 17:27:00","2024-07-19"
"TXN00083376","CUST002500","Merchandise","Metal Mayhem Merch","Hat/Cap","25","2024-07-19 17:56:27","2024-07-20"
"TXN00083377","CUST025983","Merchandise","Riff Raff Gear","Hat/Cap","25","2024-07-20 18:01:59","2024-07-21"
"TXN00083378","CUST029959","Merchandise","Skull & Bones Co","Hat/Cap","30","2024-07-18 16:36:09","2024-07-19"
"TXN00083379","CUST013726","Food & Beverage","Metal Munchies","Fries","8","2024-07-19 03:29:56","2024-07-19"
"TXN00083380","CUST007959","Food & Beverage","Thrash Tacos","BBQ Plate","20","2024-07-20 03:08:52","2024-07-20"
"TXN00083381","CUST018180","Food & Beverage","Doom Dogs","Pizza Slice","6","2024-07-18 22:40:56","2024-07-19"
"TXN00083382","CUST026290","Merchandise","Blackened Apparel","Flag/Banner","35","2024-07-18 23:51:04","2024-07-19"
"TXN00083383","CUST014186","Merchandise","Metal Mayhem Merch","Hat/Cap","20","2024-07-20 17:17:04","2024-07-21"
"TXN00083384","CUST020648","Merchandise","Skull & Bones Co","T-Shirt","25","2024-07-20 16:04:24","2024-07-21"
"TXN00083385","CUST004586","Merchandise","Blackened Apparel","CD","18","2024-07-19 22:15:23","2024-07-20"
"TXN00083386","CUST018103","Merchandise","Metal Mayhem Merch","Flag/Banner","35","2024-07-21 00:40:39","2024-07-21"
"TXN00083387","CUST022972","Merchandise","Skull & Bones Co","Vinyl Record","25","2024-07-20 16:25:11","2024-07-21"
"TXN00083388","CUST024550","Food & Beverage","Doom Dogs","Burger","12","2024-07-20 21:58:30","2024-07-21"
"TXN00083389","CUST029824","Food & Beverage","Stage Dive Pizza","Burger","16","2024-07-20 01:37:38","2024-07-20"
"TXN00083390","CUST008050","Food & Beverage","Doom Dogs","Burger","12","2024-07-20 18:14:55","2024-07-21"
"TXN00083391","CUST021585","Merchandise","Riff Raff Gear","Hat/Cap","25","2024-07-21 00:32:52","2024-07-21"
"TXN00083392","CUST022269","Food & Beverage","Doom Dogs","Water","4","2024-07-18 16:56:27","2024-07-19"
"TXN00083393","CUST013146","Merchandise","Metal Mayhem Merch","Hat/Cap","20","2024-07-20 16:23:50","2024-07-21"
"TXN00083394","CUST006635","Food & Beverage","Stage Dive Pizza","Soda","6","2024-07-19 18:12:40","2024-07-20"
"TXN00083395","CUST015654","Merchandise","Metal Mayhem Merch","Vinyl Record","35","2024-07-19 17:34:10","2024-07-20"
"TXN00083396","CUST029447","Merchandise","Riff Raff Gear","Flag/Banner","30","2024-07-20 19:54:04","2024-07-21"
"TXN00083397","CUST022649","Merchandise","Metal Mayhem Merch","Vinyl Record","40","2024-07-18 19:15:57","2024-07-19"
"TXN00083398","CUST000655","Food & Beverage","Thrash Tacos","Energy Drink","7","2024-07-19 18:45:30","2024-07-20"
"TXN00083399","CUST021277","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-19 01:40:18","2024-07-19"
"TXN00083400","CUST023210","Food & Beverage","Metal Munchies","Soda","5","2024-07-19 01:22:23","2024-07-19"
"TXN00083401","CUST018684","Merchandise","Headbanger Heaven","Hoodie","60","2024-07-19 00:12:22","2024-07-19"
"TXN00083402","CUST002396","Merchandise","Riff Raff Gear","Poster","20","2024-07-20 17:01:03","2024-07-21"
"TXN00083403","CUST017284","Food & Beverage","Doom Dogs","Pizza Slice","8","2024-07-18 19:07:08","2024-07-19"
"TXN00083404","CUST017415","Food & Beverage","Doom Dogs","Water","5","2024-07-19 03:50:13","2024-07-19"
"TXN00083405","CUST021694","Food & Beverage","Heavy Metal BBQ","Hot Dog","10","2024-07-18 20:24:27","2024-07-19"
"TXN00083406","CUST024190","Food & Beverage","Doom Dogs","BBQ Plate","15","2024-07-20 03:47:56","2024-07-20"
"TXN00083407","CUST018740","Food & Beverage","Stage Dive Pizza","Tacos","10","2024-07-21 03:04:47","2024-07-21"
"TXN00083408","CUST020589","Food & Beverage","Liquid Courage Bar","Burger","12","2024-07-20 20:56:29","2024-07-21"
"TXN00083409","CUST016463","Food & Beverage","Heavy Metal BBQ","Beer","10","2024-07-20 16:10:38","2024-07-21"
"TXN00083410","CUST008634","Merchandise","Blackened Apparel","Hat/Cap","30","2024-07-20 00:13:56","2024-07-20"
"TXN00083411","CUST026921","Merchandise","Metal Mayhem Merch","Flag/Banner","35","2024-07-20 18:21:00","2024-07-21"
"TXN00083412","CUST007209","Food & Beverage","Heavy Metal BBQ","Fries","8","2024-07-19 22:40:18","2024-07-20"
"TXN00083413","CUST003482","Food & Beverage","Liquid Courage Bar","Hot Dog","10","2024-07-19 20:31:46","2024-07-20"
"TXN00083414","CUST018555","Merchandise","Blackened Apparel","CD","12","2024-07-18 18:01:34","2024-07-19"
"TXN00083415","CUST002927","Merchandise","Riff Raff Gear","Patch","12","2024-07-21 00:51:34","2024-07-21"
"TXN00083416","CUST001072","Food & Beverage","Liquid Courage Bar","Hot Dog","8","2024-07-19 22:18:15","2024-07-20"
"TXN00083417","CUST000124","Food & Beverage","Thrash Tacos","Beer","14","2024-07-20 16:00:50","2024-07-21"
"TXN00083418","CUST005801","Merchandise","Skull & Bones Co","T-Shirt","35","2024-07-20 03:57:43","2024-07-20"
"TXN00083419","CUST012143","Merchandise","Skull & Bones Co","Hoodie","70","2024-07-20 03:06:00","2024-07-20"
"TXN00083420","CUST011370","Merchandise","Headbanger Heaven","Patch","10","2024-07-18 16:22:08","2024-07-19"
"TXN00083421","CUST021860","Merchandise","Skull & Bones Co","Hat/Cap","30","2024-07-20 20:01:51","2024-07-21"
"TXN00083422","CUST012623","Merchandise","Metal Mayhem Merch","Hat/Cap","20","2024-07-18 17:22:52","2024-07-19"
"TXN00083423","CUST014309","Merchandise","Riff Raff Gear","CD","18","2024-07-19 00:43:27","2024-07-19"
"TXN00083424","CUST016440","Food & Beverage","Metal Munchies","Water","5","2024-07-18 21:51:05","2024-07-19"
"TXN00083425","CUST020293","Food & Beverage","Liquid Courage Bar","Hot Dog","8","2024-07-19 01:01:59","2024-07-19"
"TXN00083426","CUST010454","Food & Beverage","Doom Dogs","Hot Dog","8","2024-07-20 21:26:50","2024-07-21"
"TXN00083427","CUST012875","Merchandise","Blackened Apparel","Hoodie","60","2024-07-19 20:17:10","2024-07-20"
"TXN00083428","CUST013772","Food & Beverage","Headbang Burgers","Energy Drink","7","2024-07-19 00:22:14","2024-07-19"
"TXN00083429","CUST002078","Food & Beverage","Thrash Tacos","Tacos","14","2024-07-21 01:15:05","2024-07-21"
"TXN00083430","CUST005721","Food & Beverage","Stage Dive Pizza","Soda","5","2024-07-20 23:38:37","2024-07-21"
"TXN00083431","CUST022014","Food & Beverage","Thrash Tacos","Energy Drink","8","2024-07-20 19:26:51","2024-07-21"
"TXN00083432","CUST007750","Food & Beverage","Metal Munchies","Water","5","2024-07-20 19:33:41","2024-07-21"
"TXN00083433","CUST012093","Merchandise","Headbanger Heaven","Flag/Banner","40","2024-07-19 01:41:59","2024-07-19"
"TXN00083434","CUST024319","Merchandise","Metal Mayhem Merch","Hoodie","70","2024-07-20 16:36:35","2024-07-21"
"TXN00083435","CUST017206","Food & Beverage","Doom Dogs","Tacos","10","2024-07-20 03:27:19","2024-07-20"
"TXN00083436","CUST012311","Merchandise","Metal Mayhem Merch","Hoodie","70","2024-07-19 18:28:55","2024-07-20"
"TXN00083437","CUST024869","Food & Beverage","Metal Munchies","Hot Dog","10","2024-07-18 20:42:09","2024-07-19"
"TXN00083438","CUST017939","Merchandise","Blackened Apparel","T-Shirt","25","2024-07-21 02:54:53","2024-07-21"
"TXN00083439","CUST013895","Food & Beverage","Liquid Courage Bar","Beer","12","2024-07-19 21:36:10","2024-07-20"
"TXN00083440","CUST015491","Food & Beverage","Metal Munchies","Tacos","12","2024-07-21 00:58:34","2024-07-21"
"TXN00083441","CUST003535","Merchandise","Skull & Bones Co","Flag/Banner","30","2024-07-21 03:15:18","2024-07-21"
"TXN00083442","CUST023536","Food & Beverage","Heavy Metal BBQ","BBQ Plate","15","2024-07-21 03:22:18","2024-07-21"
"TXN00083443","CUST028532","Food & Beverage","Liquid Courage Bar","Water","4","2024-07-20 19:03:34","2024-07-21"
"TXN00083444","CUST003610","Food & Beverage","Liquid Courage Bar","Beer","12","2024-07-20 21:07:17","2024-07-21"
"TXN00083445","CUST010342","Food & Beverage","Metal Munchies","Energy Drink","6","2024-07-20 01:36:37","2024-07-20"
"TXN00083446","CUST008663","Food & Beverage","Riff Refreshments","Fries","6","2024-07-21 02:13:43","2024-07-21"
"TXN00083447","CUST011122","Food & Beverage","Thrash Tacos","Pizza Slice","6","2024-07-20 16:23:34","2024-07-21"
"TXN00083448","CUST006371","Merchandise","Metal Mayhem Merch","Patch","8","2024-07-18 17:48:26","2024-07-19"
"TXN00083449","CUST023010","Food & Beverage","Liquid Courage Bar","Burger","16","2024-07-18 20:11:07","2024-07-19"
"TXN00083450","CUST001150","Merchandise","Metal Mayhem Merch","CD","12","2024-07-19 02:57:17","2024-07-19"
"TXN00083451","CUST017773","Food & Beverage","Doom Dogs","Water","4","2024-07-19 02:15:14","2024-07-19"
"TXN00083452","CUST013806","Food & Beverage","Thrash Tacos","Beer","10","2024-07-20 02:03:17","2024-07-20"
"TXN00083453","CUST014594","Merchandise","Riff Raff Gear","T-Shirt","30","2024-07-21 02:23:08","2024-07-21"
"TXN00083454","CUST000658","Merchandise","Riff Raff Gear","Hat/Cap","20","2024-07-19 23:38:38","2024-07-20"
"TXN00083455","CUST020861","Food & Beverage","Headbang Burgers","Water","4","2024-07-18 18:21:22","2024-07-19"
"TXN00083456","CUST022771","Food & Beverage","Stage Dive Pizza","Hot Dog","8","2024-07-21 02:26:52","2024-07-21"
"TXN00083457","CUST016080","Merchandise","Headbanger Heaven","Hoodie","70","2024-07-19 20:39:31","2024-07-20"
"TXN00083458","CUST015770","Merchandise","Riff Raff Gear","CD","18","2024-07-18 21:33:42","2024-07-19"
"TXN00083459","CUST017685","Food & Beverage","Riff Refreshments","Hot Dog","8","2024-07-19 17:45:40","2024-07-20"
"TXN00083460","CUST009467","Merchandise","Headbanger Heaven","Patch","12","2024-07-20 17:29:33","2024-07-21"
"TXN00083461","CUST004109","Food & Beverage","Metal Munchies","Pizza Slice","6","2024-07-19 02:42:25","2024-07-19"
"TXN00083462","CUST016480","Food & Beverage","Riff Refreshments","Water","5","2024-07-20 03:21:42","2024-07-20"
"TXN00083463","CUST023960","Merchandise","Headbanger Heaven","Hoodie","60","2024-07-21 00:51:18","2024-07-21"
"TXN00083464","CUST011843","Merchandise","Blackened Apparel","Flag/Banner","30","2024-07-20 23:20:29","2024-07-21"
"TXN00083465","CUST012639","Food & Beverage","Thrash Tacos","Tacos","14","2024-07-20 18:12:32","2024-07-21"
"TXN00083466","CUST003817","Food & Beverage","Riff Refreshments","Hot Dog","10","2024-07-19 03:45:50","2024-07-19"
"TXN00083467","CUST003295","Food & Beverage","Metal Munchies","Hot Dog","8","2024-07-18 22:09:48","2024-07-19"
"TXN00083468","CUST010632","Food & Beverage","Doom Dogs","Fries","8","2024-07-21 03:10:44","2024-07-21"
"TXN00083469","CUST007197","Food & Beverage","Stage Dive Pizza","BBQ Plate","18","2024-07-18 18:57:08","2024-07-19"
"TXN00083470","CUST006492","Food & Beverage","Doom Dogs","BBQ Plate","20","2024-07-20 02:58:26","2024-07-20"
"TXN00083471","CUST020848","Food & Beverage","Metal Munchies","Burger","14","2024-07-21 03:46:18","2024-07-21"
"TXN00083472","CUST018697","Food & Beverage","Heavy Metal BBQ","Pizza Slice","6","2024-07-19 03:01:37","2024-07-19"
"TXN00083473","CUST017691","Food & Beverage","Doom Dogs","Fries","6","2024-07-19 23:06:29","2024-07-20"
"TXN00083474","CUST018436","Food & Beverage","Riff Refreshments","Hot Dog","8","2024-07-18 18:10:36","2024-07-19"
"TXN00083475","CUST015038","Food & Beverage","Heavy Metal BBQ","Burger","12","2024-07-19 21:30:24","2024-07-20"
"TXN00083476","CUST006938","Food & Beverage","Stage Dive Pizza","Burger","12","2024-07-21 01:27:24","2024-07-21"
"TXN00083477","CUST000332","Merchandise","Metal Mayhem Merch","T-Shirt","30","2024-07-18 18:02:58","2024-07-19"
"TXN00083478","CUST010599","Food & Beverage","Headbang Burgers","Burger","12","2024-07-19 20:38:46","2024-07-20"
"TXN00083479","CUST021228","Merchandise","Skull & Bones Co","T-Shirt","30","2024-07-19 02:31:07","2024-07-19"
"TXN00083480","CUST006689","Food & Beverage","Doom Dogs","BBQ Plate","18","2024-07-20 02:07:01","2024-07-20"
"TXN00083481","CUST018021","Merchandise","Riff Raff Gear","Poster","20","2024-07-20 19:49:36","2024-07-21"
"TXN00083482","CUST027156","Food & Beverage","Headbang Burgers","Pizza Slice","8","2024-07-20 21:49:24","2024-07-21"
"TXN00083483","CUST008360","Food & Beverage","Metal Munchies","Water","5","2024-07-19 21:29:08","2024-07-20"
"TXN00083484","CUST018076","Merchandise","Blackened Apparel","T-Shirt","35","2024-07-18 20:40:08","2024-07-19"
"TXN00083485","CUST015567","Merchandise","Metal Mayhem Merch","CD","18","2024-07-19 19:31:00","2024-07-20"
"TXN00083486","CUST000542","Merchandise","Riff Raff Gear","Hoodie","50","2024-07-18 18:48:57","2024-07-19"
"TXN00083487","CUST007548","Food & Beverage","Metal Munchies","Pizza Slice","6","2024-07-19 20:45:41","2024-07-20"
"TXN00083488","CUST018080","Food & Beverage","Heavy Metal BBQ","Beer","14","2024-07-21 00:32:08","2024-07-21"
"TXN00083489","CUST007629","Food & Beverage","Metal Munchies","Beer","14","2024-07-20 20:40:24","2024-07-21"
"TXN00083490","CUST010600","Food & Beverage","Thrash Tacos","Hot Dog","8","2024-07-18 16:02:10","2024-07-19"
"TXN00083491","CUST018540","Food & Beverage","Liquid Courage Bar","Burger","16","2024-07-19 01:59:57","2024-07-19"
"TXN00083492","CUST009778","Food & Beverage","Headbang Burgers","Hot Dog","10","2024-07-18 16:43:17","2024-07-19"
"TXN00083493","CUST022642","Food & Beverage","Headbang Burgers","Burger","14","2024-07-18 16:26:42","2024-07-19"
"TXN00083494","CUST014966","Food & Beverage","Liquid Courage Bar","Tacos","14","2024-07-20 03:13:39","2024-07-20"
"TXN00083495","CUST014137","Food & Beverage","Thrash Tacos","Hot Dog","8","2024-07-19 21:04:46","2024-07-20"
"TXN00083496","CUST007543","Food & Beverage","Metal Munchies","Pizza Slice","8","2024-07-20 23:43:02","2024-07-21"
"TXN00083497","CUST029892","Merchandise","Blackened Apparel","T-Shirt","25","2024-07-20 02:35:32","2024-07-20"
"TXN00083498","CUST015319","Food & Beverage","Riff Refreshments","Pizza Slice","6","2024-07-20 03:35:43","2024-07-20"
"TXN00083499","CUST023736","Merchandise","Headbanger Heaven","CD","15","2024-07-19 21:26:49","2024-07-20"
"TXN00083500","CUST020439","Merchandise","Metal Mayhem Merch","CD","18","2024-07-19 21:05:33","2024-07-20"
"TXN00083501","CUST003858","Merchandise","Blackened Apparel","Flag/Banner","35","2024-07-19 02:37:39","2024-07-19"
"TXN00083502","CUST019338","Food & Beverage","Riff Refreshments","BBQ Plate","15","2024-07-19 19:40:16","2024-07-20"
"TXN00083503","CUST027942","Food & Beverage","Riff Refreshments","Water","5","2024-07-19 19:58:24","2024-07-20"
"TXN00083504","CUST028563","Food & Beverage","Heavy Metal BBQ","Pizza Slice","8","2024-07-18 20:43:32","2024-07-19"
"TXN00083505","CUST000674","Food & Beverage","Doom Dogs","Tacos","14","2024-07-18 22:43:29","2024-07-19"
"TXN00083506","CUST002009","Food & Beverage","Riff Refreshments","Fries","8","2024-07-19 17:42:53","2024-07-20"
"TXN00083507","CUST024988","Food & Beverage","Headbang Burgers","Tacos","10","2024-07-19 20:37:44","2024-07-20"
"TXN00083508","CUST012535","Merchandise","Blackened Apparel","T-Shirt","25","2024-07-20 17:54:30","2024-07-21"
"TXN00083509","CUST023551","Merchandise","Metal Mayhem Merch","Patch","12","2024-07-18 23:39:19","2024-07-19"
"TXN00083510","CUST023494","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-19 17:55:11","2024-07-20"
"TXN00083511","CUST023182","Merchandise","Riff Raff Gear","Hat/Cap","20","2024-07-19 16:06:38","2024-07-20"
"TXN00083512","CUST007548","Food & Beverage","Riff Refreshments","Tacos","14","2024-07-20 17:16:24","2024-07-21"
"TXN00083513","CUST005291","Merchandise","Blackened Apparel","Vinyl Record","30","2024-07-19 19:17:21","2024-07-20"
"TXN00083514","CUST009992","Merchandise","Skull & Bones Co","Vinyl Record","25","2024-07-20 19:48:36","2024-07-21"
"TXN00083515","CUST009511","Food & Beverage","Headbang Burgers","Fries","8","2024-07-20 17:07:03","2024-07-21"
"TXN00083516","CUST002193","Food & Beverage","Metal Munchies","Beer","10","2024-07-20 21:03:55","2024-07-21"
"TXN00083517","CUST025849","Food & Beverage","Headbang Burgers","Energy Drink","6","2024-07-19 21:04:11","2024-07-20"
"TXN00083518","CUST010942","Food & Beverage","Liquid Courage Bar","BBQ Plate","18","2024-07-19 20:06:46","2024-07-20"
"TXN00083519","CUST020951","Merchandise","Skull & Bones Co","Vinyl Record","35","2024-07-20 18:24:06","2024-07-21"
"TXN00083520","CUST016447","Food & Beverage","Heavy Metal BBQ","Pizza Slice","6","2024-07-20 16:48:22","2024-07-21"
"TXN00083521","CUST014642","Food & Beverage","Metal Munchies","Water","5","2024-07-19 02:52:20","2024-07-19"
"TXN00083522","CUST018229","Merchandise","Headbanger Heaven","Poster","20","2024-07-18 20:42:16","2024-07-19"
"TXN00083523","CUST019249","Merchandise","Riff Raff Gear","Poster","25","2024-07-21 02:14:19","2024-07-21"
"TXN00083524","CUST008468","Food & Beverage","Heavy Metal BBQ","Energy Drink","7","2024-07-19 19:02:02","2024-07-20"
"TXN00083525","CUST005101","Merchandise","Headbanger Heaven","T-Shirt","35","2024-07-18 21:05:40","2024-07-19"
"TXN00083526","CUST000195","Food & Beverage","Headbang Burgers","Fries","6","2024-07-19 18:11:00","2024-07-20"
"TXN00083527","CUST022915","Food & Beverage","Liquid Courage Bar","Beer","14","2024-07-20 03:41:24","2024-07-20"
"TXN00083528","CUST004726","Merchandise","Blackened Apparel","CD","18","2024-07-20 18:11:15","2024-07-21"
"TXN00083529","CUST028605","Food & Beverage","Headbang Burgers","Energy Drink","7","2024-07-19 20:07:33","2024-07-20"
"TXN00083530","CUST012905","Food & Beverage","Headbang Burgers","Beer","12","2024-07-20 21:04:50","2024-07-21"
"TXN00083531","CUST013714","Merchandise","Blackened Apparel","CD","18","2024-07-18 23:06:11","2024-07-19"
"TXN00083532","CUST017629","Merchandise","Blackened Apparel","Poster","25","2024-07-19 21:24:16","2024-07-20"
"TXN00083533","CUST025192","Food & Beverage","Heavy Metal BBQ","BBQ Plate","18","2024-07-18 22:01:52","2024-07-19"
"TXN00083534","CUST027605","Food & Beverage","Thrash Tacos","Energy Drink","7","2024-07-20 16:48:57","2024-07-21"
"TXN00083535","CUST026404","Food & Beverage","Stage Dive Pizza","Pizza Slice","6","2024-07-21 02:48:04","2024-07-21"
"TXN00083536","CUST023945","Food & Beverage","Metal Munchies","BBQ Plate","20","2024-07-20 16:36:06","2024-07-21"
"TXN00083537","CUST017353","Merchandise","Skull & Bones Co","Hat/Cap","20","2024-07-20 02:53:57","2024-07-20"
"TXN00083538","CUST012340","Merchandise","Headbanger Heaven","T-Shirt","25","2024-07-19 20:17:34","2024-07-20"
"TXN00083539","CUST029142","Food & Beverage","Headbang Burgers","Hot Dog","10","2024-07-21 03:43:44","2024-07-21"
"TXN00083540","CUST011795","Food & Beverage","Thrash Tacos","Fries","6","2024-07-21 02:13:48","2024-07-21"
"TXN00083541","CUST000289","Merchandise","Riff Raff Gear","Flag/Banner","30","2024-07-19 17:40:48","2024-07-20"
"TXN00083542","CUST013736","Food & Beverage","Headbang Burgers","Water","5","2024-07-18 22:40:44","2024-07-19"
"TXN00083543","CUST011818","Food & Beverage","Heavy Metal BBQ","BBQ Plate","18","2024-07-19 03:52:23","2024-07-19"
"TXN00083544","CUST003164","Merchandise","Skull & Bones Co","Vinyl Record","35","2024-07-19 19:11:33","2024-07-20"
"TXN00083545","CUST002634","Food & Beverage","Stage Dive Pizza","Burger","12","2024-07-19 17:41:21","2024-07-20"
"TXN00083546","CUST028008","Food & Beverage","Metal Munchies","Burger","12","2024-07-21 00:12:16","2024-07-21"
"TXN00083547","CUST008041","Food & Beverage","Metal Munchies","Soda","5","2024-07-20 02:37:02","2024-07-20"
"TXN00083548","CUST015167","Food & Beverage","Heavy Metal BBQ","Pizza Slice","6","2024-07-21 03:18:41","2024-07-21"
"TXN00083549","CUST025451","Food & Beverage","Heavy Metal BBQ","Soda","5","2024-07-20 20:19:23","2024-07-21"
"TXN00083550","CUST023764","Food & Beverage","Headbang Burgers","Fries","8","2024-07-20 01:27:05","2024-07-20"
"TXN00083551","CUST020644","Food & Beverage","Thrash Tacos","Soda","5","2024-07-21 01:50:35","2024-07-21"
"TXN00083552","CUST014191","Merchandise","Headbanger Heaven","CD","15","2024-07-20 03:02:17","2024-07-20"
"TXN00083553","CUST018043","Merchandise","Skull & Bones Co","Flag/Banner","40","2024-07-19 00:49:59","2024-07-19"
"TXN00083554","CUST025559","Food & Beverage","Liquid Courage Bar","Hot Dog","10","2024-07-18 19:19:03","2024-07-19"
"TXN00083555","CUST006082","Food & Beverage","Riff Refreshments","Energy Drink","7","2024-07-20 02:33:49","2024-07-20"
"TXN00083556","CUST008805","Merchandise","Metal Mayhem Merch","T-Shirt","25","2024-07-20 19:38:53","2024-07-21"
"TXN00083557","CUST004254","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-19 03:48:10","2024-07-19"
